SURVEY_YEAR,SPECIES_CODE,SPECIES_NAME,DISTRICT_CODE,SIZE_GROUP,MATURITY,SEX,SIZE_CLASS_MM,SHELL_CONDITION,BIOMASS_LBS,BIOMASS_LBS_CV,BIOMASS_LBS_CI,RECORD_COUNTER, MAX(LOAD_DATE),ABUNDANCE,ABUNDANCE_CV,ABUNDANCE_CI,BIOMASS_MT,BIOMASS_MT_CV,BIOMASS_MT_CI
1980,68580,Opilio Crab,ALL,FEMALE_GE50,,FEMALE,GE50,,526678979.705969,0.315697216889007,325891332.650748,1,2021-08-10 03:46:30,3910222752.90857,0.326623223365744,2503252336.88082,238897.56663401,0.315697216889007,147821.821939509
1980,68580,Opilio Crab,ALL,FEMALE_LE49,,FEMALE,LE49,,133070125.814245,0.291424250801939,76008528.970291,1,2021-08-10 03:46:30,1818663271.44756,0.26611590941592,948591451.589094,60359.5937442811,0.291424250801939,34476.8887958476
1980,68580,Opilio Crab,ALL,FEMALE_TOTAL,,FEMALE,TOTAL,,659749105.520214,0.300619174809605,388733134.098409,1,2021-08-10 03:46:30,5728886024.35613,0.291557253545131,3273784619.26334,299257.160378291,0.300619174809605,176326.383593223
1980,68580,Opilio Crab,ALL,MALE_95TO101,,MALE,95TO101,,67568609.6526877,0.214004187822672,28341532.24482,1,2021-08-10 03:46:30,78241033.6887447,0.213119604036749,32682408.3135756,30648.6057899672,0.214004187822672,12855.5027803592
1980,68580,Opilio Crab,ALL,MALE_GE102,,MALE,GE102,,151218462.44711,0.148975717386782,44154642.6933613,1,2021-08-10 03:46:30,116566124.949864,0.158071827495319,36114607.9739504,68591.5407691398,0.148975717386782,20028.2090257847
1980,68580,Opilio Crab,ALL,MALE_GE102_NEW,,MALE,GE102_NEW,,101550877.363741,0.19712834155435,39236369.8346828,1,2021-08-10 03:46:30,79197906.2745447,0.208499381896273,32364920.4312143,46062.7031389981,0.19712834155435,17797.3179835101
1980,68580,Opilio Crab,ALL,MALE_GE102_OLD,,MALE,GE102_OLD,,49667585.0833689,0.168503038568827,16403512.4496499,1,2021-08-10 03:46:30,37368218.6753194,0.170564183466045,12492412.2236355,22528.8376301417,0.168503038568827,7440.50808836112
1980,68580,Opilio Crab,ALL,MALE_GE25,,MALE,GE25,,740697906.70367,0.130926387867564,190074726.794524,1,2021-08-10 03:46:30,2741280374.09331,0.146846983297656,788995556.484999,335974.918955753,0.130926387867564,86216.4458038297
1980,68580,Opilio Crab,ALL,MALE_GE78,,MALE,GE78,,398677257.742262,0.167528990299131,130908396.951784,1,2021-08-10 03:46:30,513358088.053736,0.177750163025924,178848988.330767,180836.962204412,0.167528990299131,59379.0500262599
1980,68580,Opilio Crab,ALL,MALE_GE95,,MALE,GE95,,218787072.099798,0.159049132908606,68203872.4538073,1,2021-08-10 03:46:30,194807158.638609,0.170334515031587,65037470.4671224,99240.1465591069,0.159049132908606,30936.7561494998
1980,68580,Opilio Crab,ALL,MALE_LE94,,MALE,LE94,,522085433.692362,0.148591839969528,152052165.018729,1,2021-08-10 03:46:30,2567047139.1416,0.155350090644578,781630371.27892,236813.969210994,0.148591839969528,68969.7018944756
1980,68580,Opilio Crab,ALL,MALE_TOTAL,,MALE,TOTAL,,740872505.792159,0.130897846845508,190078086.95865,1,2021-08-10 03:46:30,2761854297.7802,0.146820092099616,794771576.636986,336054.115770101,0.130897846845508,86217.9699486391
1980,68580,Opilio Crab,ALL,UNSEXED_TOTAL,,UNSEXED,TOTAL,,0,0,0,1,2021-08-10 03:46:30,0,0,0,0,0,0
1981,68580,Opilio Crab,ALL,FEMALE_GE50,,FEMALE,GE50,,248019519.747749,0.16697487752901,81169536.7119809,1,2021-08-10 03:46:30,1809203795.17293,0.170855273773376,605859539.08276,112499.761768642,0.16697487752901,36817.882528989
1981,68580,Opilio Crab,ALL,FEMALE_LE49,,FEMALE,LE49,,38212817.1089521,0.225731779890838,16906660.5524678,1,2021-08-10 03:46:30,471957516.283585,0.224408758731601,207586344.790368,17333.042276826,0.225731779890838,7668.7322287793
1981,68580,Opilio Crab,ALL,FEMALE_TOTAL,,FEMALE,TOTAL,,286232336.856701,0.165809615715008,93021744.60766,1,2021-08-10 03:46:30,2281161311.45651,0.17033619203778,761586089.186124,129832.804045468,0.165809615715008,42193.9535981228
1981,68580,Opilio Crab,ALL,MALE_95TO101,,MALE,95TO101,,33979125.9416254,0.130514221117948,8692127.94681821,1,2021-08-10 03:46:30,39504904.9760896,0.130372976215451,10094729.1922091,15412.6722663902,0.130514221117948,3942.68291574046
1981,68580,Opilio Crab,ALL,MALE_GE102,,MALE,GE102,,49889620.6074245,0.107280978796079,10490326.3678379,1,2021-08-10 03:46:30,40286140.8822242,0.111426666782284,8798342.77621436,22629.5512497223,0.107280978796079,4758.33199926105
1981,68580,Opilio Crab,ALL,MALE_GE102_NEW,,MALE,GE102_NEW,,32437318.5488281,0.132488870680341,8423264.05676813,1,2021-08-10 03:46:30,26720953.5666707,0.13446148316047,7042160.53415172,14713.3201970077,0.132488870680341,3820.72830664523
1981,68580,Opilio Crab,ALL,MALE_GE102_OLD,,MALE,GE102_OLD,,17452302.0585965,0.151324433916488,5176281.06993108,1,2021-08-10 03:46:30,13565187.3155535,0.15756325890164,4189255.23725761,7916.23105271457,0.151324433916488,2347.92159829615
1981,68580,Opilio Crab,ALL,MALE_GE25,,MALE,GE25,,451026447.677385,0.114966210982249,101631491.414815,1,2021-08-10 03:46:30,1655075476.74336,0.162601980864601,527472359.957833,204582.155334664,0.114966210982249,46099.2690574801
1981,68580,Opilio Crab,ALL,MALE_GE78,,MALE,GE78,,214479714.817717,0.109859672972065,46182835.8048718,1,2021-08-10 03:46:30,318814359.981618,0.113558376386624,70959920.5329762,97286.3621610915,0.109859672972065,20948.1819460524
1981,68580,Opilio Crab,ALL,MALE_GE95,,MALE,GE95,,83868746.5490499,0.108116127785545,17772425.6734568,1,2021-08-10 03:46:30,79791045.8583138,0.112949515489877,17664225.5414492,38042.2235161125,0.108116127785545,8061.43668187201
1981,68580,Opilio Crab,ALL,MALE_LE94,,MALE,LE94,,367158061.833884,0.129263709346486,93022017.458664,1,2021-08-10 03:46:30,1575406457.96069,0.169656040154136,523863353.730094,166540.095431836,0.129263709346486,42194.0773612563
1981,68580,Opilio Crab,ALL,MALE_TOTAL,,MALE,TOTAL,,451026808.382934,0.114966118107385,101631490.591413,1,2021-08-10 03:46:30,1655197503.81901,0.162588946021871,527468962.503769,204582.318947949,0.114966118107385,46099.2686839912
1981,68580,Opilio Crab,ALL,UNSEXED_TOTAL,,UNSEXED,TOTAL,,0,0,0,1,2021-08-10 03:46:30,0,0,0,0,0,0
1982,68580,Opilio Crab,ALL,FEMALE_GE50,,FEMALE,GE50,,289072697.752792,0.152534864021745,86423582.7024777,1,2021-08-10 03:46:30,2037720341.78319,0.160391497159859,640592712.166944,131121.170075981,0.152534864021745,39201.0777019075
1982,68580,Opilio Crab,ALL,FEMALE_LE49,,FEMALE,LE49,,30918776.6668938,0.248624088996401,15066819.2561117,1,2021-08-10 03:46:30,359369370.879872,0.245555095229535,172960160.974411,14024.5211858369,0.248624088996401,6834.19425474127
1982,68580,Opilio Crab,ALL,FEMALE_TOTAL,,FEMALE,TOTAL,,319991474.419686,0.154716744875334,97035757.0477422,1,2021-08-10 03:46:30,2397089712.66306,0.164495290251843,772847537.366665,145145.691261818,0.154716744875334,44014.6790140291
1982,68580,Opilio Crab,ALL,MALE_95TO101,,MALE,95TO101,,68432987.4825489,0.165973631106532,22261819.9830951,1,2021-08-10 03:46:30,80225727.2521948,0.16579576393417,26070128.0444259,31040.6809783893,0.165973631106532,10097.7916866453
